DisputeID,StDay,StMon,StYear,EndDay,EndMon,EndYear,stDate,endDate,durationDays,MaxHost,Total Fatality,MaxHostLev,MaxFatalityLev,United Kingdom,United States of America,China,Soviet Union
2787,8,3,1987,8,3,1987,8/3/1987,8/3/1987,0,Threat to Use Force,0,2,0,0,0,0,0
2788,21,8,1987,23,9,1987,21-8-1987,23-9-1987,32,Use of Force,0,4,0,0,0,0,0
2789,6,12,1987,14,6,1988,6/12/1987,14-6-1988,190,Use of Force,0,4,0,0,0,0,0
2790,17,12,1987,17,12,1987,17-12-1987,17-12-1987,0,Use of Force,0,4,0,0,0,0,0
2791,1,10,1987,1,10,1987,1/10/1987,1/10/1987,0,Use of Force,0,4,0,0,0,0,0
2792,2,10,1987,27,3,1988,2/10/1987,27-3-1988,177,Use of Force,0,4,0,0,0,0,0
2793,3,9,1987,2,10,1987,3/9/1987,2/10/1987,30,Use of Force,0,4,0,0,0,0,0
2794,2,9,1987,25,12,1987,2/9/1987,25-12-1987,115,Use of Force,0,4,0,0,0,0,0
2795,15,8,1987,15,8,1987,15-8-1987,15-8-1987,0,Use of Force,0,4,0,0,0,0,0
2796,22,5,1987,22,5,1987,22-5-1987,22-5-1987,0,Use of Force,0,4,0,0,0,0,0
2797,11,5,1987,20,5,1988,11/5/1987,20-5-1988,375,Use of Force,0,4,0,0,0,0,0
2798,2,8,1987,24,4,1988,2/8/1987,24-4-1988,265,Use of Force,0,4,0,0,0,0,0
2799,-9,6,1987,27,3,1988,1/6/1987,27-3-1988,301,Use of Force,-1,4,1,0,0,0,0
2800,27,12,1987,27,12,1987,27-12-1987,27-12-1987,0,Use of Force,0,4,0,0,0,0,0
2801,29,5,1987,29,5,1987,29-5-1987,29-5-1987,0,Use of Force,0,4,0,0,0,0,0
2802,24,7,1987,12,8,1987,24-7-1987,12/8/1987,19,Use of Force,-1,4,-1,0,0,0,0
2803,5,12,1986,5,12,1986,5/12/1986,5/12/1986,0,Use of Force,0,4,0,0,0,0,0
2804,20,10,1987,28,12,1987,20-10-1987,28-12-1987,69,Use of Force,-1,4,2,0,0,0,0
2805,3,6,1987,3,6,1987,3/6/1987,3/6/1987,0,Use of Force,0,4,1,0,0,0,0
2806,15,1,1987,15,1,1987,15-1-1987,15-1-1987,0,Use of Force,-1,4,-1,0,0,0,0
2807,2,5,1987,2,5,1987,2/5/1987,2/5/1987,0,Display of Force,0,3,0,0,0,0,0
2808,19,6,1987,15,7,1987,19-6-1987,15-7-1987,27,Use of Force,0,4,0,0,0,0,0
2809,1,4,1987,18,4,1987,1/4/1987,18-4-1987,17,Display of Force,0,3,0,0,0,0,0
2810,9,4,1987,25,4,1987,9/4/1987,25-4-1987,16,Use of Force,0,4,0,0,0,0,0
2811,29,4,1987,29,4,1987,29-4-1987,29-4-1987,0,Use of Force,0,4,0,0,0,0,0
2812,13,8,1987,5,9,1987,13-8-1987,5/9/1987,22,Use of Force,0,4,0,0,0,0,0
2813,13,2,1987,24,3,1987,13-2-1987,24-3-1987,42,Use of Force,0,4,0,0,0,0,0
2814,21,9,1987,21,9,1987,21-9-1987,21-9-1987,0,Display of Force,0,3,0,0,0,0,0
2815,20,6,1987,20,6,1987,20-6-1987,20-6-1987,0,Use of Force,0,4,0,0,0,0,0
2816,15,6,1987,15,6,1987,15-6-1987,15-6-1987,0,Use of Force,0,4,0,0,0,0,0
2817,9,6,1987,29,3,1988,9/6/1987,29-3-1988,295,Use of Force,0,4,0,0,0,0,0
2818,10,9,1987,12,12,1987,10/9/1987,12/12/1987,94,Use of Force,0,4,0,0,0,0,0
2819,7,7,1987,12,11,1987,7/7/1987,12/11/1987,127,Use of Force,0,4,0,0,0,0,0
2820,20,8,1987,20,8,1987,20-8-1987,20-8-1987,0,Use of Force,0,4,0,0,0,0,0
2821,3,9,1987,15,9,1987,3/9/1987,15-9-1987,12,Use of Force,0,4,0,0,0,0,0
2822,1,9,1987,1,9,1987,1/9/1987,1/9/1987,0,Use of Force,0,4,0,0,0,0,0
2823,30,6,1987,11,8,1987,30-6-1987,11/8/1987,43,Use of Force,0,4,0,0,0,0,0
2824,16,12,1987,14,5,1988,16-12-1987,14-5-1988,150,Use of Force,0,4,0,0,0,0,0
2825,27,6,1987,27,6,1987,27-6-1987,27-6-1987,0,Use of Force,0,4,0,0,0,0,0
2826,21,4,1987,2,11,1987,21-4-1987,2/11/1987,195,Use of Force,0,4,0,0,0,0,2
2827,13,9,1987,13,9,1987,13-9-1987,13-9-1987,0,Display of Force,0,3,0,0,0,0,2
2828,23,11,1987,23,11,1987,23-11-1987,23-11-1987,0,Use of Force,0,4,0,0,0,0,0
2829,3,10,1987,3,10,1987,3/10/1987,3/10/1987,0,Threat to Use Force,0,2,0,0,0,0,0
2830,14,9,1987,14,9,1987,14-9-1987,14-9-1987,0,Use of Force,0,4,0,0,0,0,0
2831,3,1,1987,3,1,1987,3/1/1987,3/1/1987,0,Use of Force,0,4,0,0,0,0,0
2832,18,5,1987,4,8,1988,18-5-1987,4/8/1988,444,Use of Force,0,4,0,0,0,0,0
2833,14,12,1987,14,12,1987,14-12-1987,14-12-1987,0,Use of Force,0,4,0,0,0,0,0
2834,2,7,1988,2,7,1988,2/7/1988,2/7/1988,0,Use of Force,0,4,0,0,1,0,0
2835,-9,8,1878,-9,8,1878,1-8-1878,1-8-1878,0,Display of Force,0,3,0,0,0,0,0
2836,25,5,1885,7,6,1886,25-5-1885,7-6-1886,377,Use of Force,-1,4,-1,0,0,0,0
2837,18,5,1896,6,7,1896,18-5-1896,6-7-1896,49,Display of Force,0,3,0,2,0,0,2
2838,14,2,1959,14,2,1959,14-2-1959,14-2-1959,0,Display of Force,0,3,0,0,0,0,0
2839,16,11,1959,16,11,1959,16-11-1959,16-11-1959,0,Use of Force,0,4,0,0,0,0,0
2840,17,1,1948,6,3,1948,17-1-1948,6/3/1948,49,Use of Force,0,4,0,2,0,0,0
2841,13,6,1959,13,6,1959,13-6-1959,13-6-1959,0,Use of Force,0,4,0,0,0,0,0
2842,21,12,1956,21,12,1956,21-12-1956,21-12-1956,0,Display of Force,0,3,0,0,0,0,0
2843,19,4,1956,19,4,1956,19-4-1956,19-4-1956,0,Use of Force,0,4,0,0,2,0,0
2844,13,2,1956,13,2,1956,13-2-1956,13-2-1956,0,Display of Force,0,3,0,2,0,0,0
2845,13,12,1957,18,12,1957,13-12-1957,18-12-1957,5,Use of Force,0,4,0,0,1,0,0
2846,8,6,1957,8,6,1957,8/6/1957,8/6/1957,0,Use of Force,0,4,0,0,0,0,0
2847,24,3,1955,19,11,1957,24-3-1955,19-11-1957,970,Use of Force,0,4,0,0,0,0,2
2848,14,4,1957,14,4,1957,14-4-1957,14-4-1957,0,Use of Force,0,4,0,0,0,0,1
2849,29,7,1957,29,7,1957,29-7-1957,29-7-1957,0,Display of Force,0,3,0,0,2,0,0
2850,19,3,1957,19,3,1957,19-3-1957,19-3-1957,0,Display of Force,0,3,0,0,0,0,0
2852,4,6,1958,5,10,1958,4/6/1958,5/10/1958,124,Use of Force,0,4,0,0,0,0,2
2853,7,5,1958,7,5,1958,7/5/1958,7/5/1958,0,Use of Force,0,4,0,0,0,2,0
2854,8,6,1958,19,7,1958,8/6/1958,19-7-1958,42,Use of Force,0,4,0,0,2,0,0
2855,2,6,1958,30,6,1958,2/6/1958,30-6-1958,28,Use of Force,0,4,0,0,0,0,0
2856,16,4,1958,17,4,1958,16-4-1958,17-4-1958,1,Use of Force,0,4,0,0,0,0,0
2857,7,1,1958,10,1,1958,7/1/1958,10/1/1958,3,Use of Force,0,4,0,0,1,0,0
2858,1,1,1958,4,1,1958,1/1/1958,4/1/1958,3,Use of Force,0,4,0,1,0,0,0
2859,20,3,1959,11,5,1959,20-3-1959,11/5/1959,52,Use of Force,0,4,0,0,0,2,0
2860,28,3,1959,28,3,1959,28-3-1959,28-3-1959,0,Threat to Use Force,0,2,0,0,0,0,1
2861,27,1,1959,24,8,1959,27-1-1959,24-8-1959,209,Use of Force,0,4,0,0,0,0,2
2862,28,2,1959,28,2,1959,28-2-1959,28-2-1959,0,Use of Force,0,4,0,0,0,1,0
2863,28,2,1959,6,3,1959,28-2-1959,6/3/1959,9,Use of Force,0,4,0,0,0,0,1
2864,14,2,1959,14,2,1959,14-2-1959,14-2-1959,0,Use of Force,0,4,0,0,0,0,2
2865,27,8,1958,5,6,1959,27-8-1958,5/6/1959,281,Use of Force,0,4,0,1,0,0,0
2866,11,1,1959,11,1,1959,11/1/1959,11/1/1959,0,Use of Force,0,4,0,0,0,0,0
2867,17,12,1959,17,12,1959,17-12-1959,17-12-1959,0,Use of Force,0,4,0,0,1,0,0
2869,10,4,1959,12,4,1959,10/4/1959,12/4/1959,2,Use of Force,0,4,0,0,0,0,0
2870,19,3,1959,20,3,1959,19-3-1959,20-3-1959,1,Use of Force,0,4,0,0,2,0,0
2871,16,3,1959,18,6,1959,16-3-1959,18-6-1959,93,Display of Force,0,3,0,0,0,0,2
2873,16,7,1960,7,9,1960,16-7-1960,7/9/1960,52,Use of Force,0,4,0,0,0,0,2
2874,8,5,1960,8,5,1960,8/5/1960,8/5/1960,0,Use of Force,0,4,0,0,0,0,0
2875,28,2,1960,30,6,1960,28-2-1960,30-6-1960,124,Use of Force,0,4,0,1,0,0,0
2876,8,10,1960,8,10,1960,8/10/1960,8/10/1960,0,Display of Force,0,3,0,0,2,0,0
2877,25,9,1960,25,9,1960,25-9-1960,25-9-1960,0,Display of Force,0,3,0,0,0,0,0
2878,25,9,1960,25,9,1960,25-9-1960,25-9-1960,0,Display of Force,0,3,0,0,0,0,0
2880,3,11,1961,3,11,1961,3/11/1961,3/11/1961,0,Use of Force,0,4,0,0,0,0,0
2882,11,6,1961,18,8,1961,11/6/1961,18-8-1961,69,Use of Force,0,4,0,0,0,0,2
2883,30,5,1961,31,5,1961,30-5-1961,31-5-1961,1,Use of Force,0,4,0,1,0,0,0
2884,4,4,1961,4,4,1961,4/4/1961,4/4/1961,0,Use of Force,0,4,0,0,0,1,0
2885,15,12,1960,13,4,1961,15-12-1960,13-4-1961,118,Display of Force,0,3,0,0,0,0,0
2887,19,1,1961,19,1,1961,19-1-1961,19-1-1961,0,Display of Force,0,3,0,0,0,0,0
2888,21,6,1962,8,9,1962,21-6-1962,8/9/1962,79,Use of Force,0,4,0,0,0,0,2
2889,13,5,1962,13,5,1962,13-5-1962,13-5-1962,0,Use of Force,0,4,0,0,0,0,0
2890,11,3,1962,11,3,1962,11/3/1962,11/3/1962,0,Display of Force,0,3,0,0,0,0,0
2891,17,10,1966,17,10,1966,17-10-1966,17-10-1966,0,Use of Force,-1,4,1,0,0,2,0
2892,6,2,1963,9,1,1966,6/2/1963,9/1/1966,1071,Use of Force,-1,4,-1,0,0,2,0
2893,3,12,1963,3,12,1963,3/12/1963,3/12/1963,0,Use of Force,0,4,0,0,0,0,2
2894,17,11,1963,17,11,1963,17-11-1963,17-11-1963,0,Use of Force,0,4,0,0,0,0,0
2895,27,9,1963,27,9,1963,27-9-1963,27-9-1963,0,Use of Force,0,4,0,0,0,0,0
2896,27,8,1963,27,8,1963,27-8-1963,27-8-1963,0,Use of Force,0,4,0,0,0,0,2
2897,21,11,1963,21,11,1963,21-11-1963,21-11-1963,0,Use of Force,0,4,0,0,0,0,2
2898,4,10,1963,4,10,1963,4/10/1963,4/10/1963,0,Use of Force,0,4,0,0,0,0,0
2899,15,3,1963,15,3,1963,15-3-1963,15-3-1963,0,Display of Force,0,3,0,0,1,0,2
2900,30,11,1964,30,11,1964,30-11-1964,30-11-1964,0,Use of Force,0,4,0,1,0,2,0
2901,17,7,1964,17,7,1964,17-7-1964,17-7-1964,0,Use of Force,0,4,0,0,1,0,2
2902,19,11,1964,19,11,1964,19-11-1964,19-11-1964,0,Use of Force,0,4,0,0,0,0,0
2903,21,9,1964,21,9,1964,21-9-1964,21-9-1964,0,Use of Force,0,4,0,0,0,0,2
2904,30,3,1964,30,3,1964,30-3-1964,30-3-1964,0,Use of Force,0,4,0,0,0,0,0
2905,29,1,1964,29,1,1964,29-1-1964,29-1-1964,0,Use of Force,0,4,0,0,0,0,0
2906,19,12,1964,19,12,1964,19-12-1964,19-12-1964,0,Use of Force,0,4,0,0,1,0,0
2907,24,9,1964,24,9,1964,24-9-1964,24-9-1964,0,Display of Force,0,3,0,0,0,0,2
2908,11,9,1964,16,9,1964,11/9/1964,16-9-1964,5,Display of Force,0,3,0,0,0,0,2
2909,28,1,1964,10,3,1964,28-1-1964,10/3/1964,42,Use of Force,-1,4,0,0,1,0,2
2910,12,6,1965,12,6,1965,12/6/1965,12/6/1965,0,Display of Force,0,3,0,0,2,0,1
2911,27,10,1965,27,10,1965,27-10-1965,27-10-1965,0,Use of Force,0,4,0,0,0,0,2
2912,25,4,1965,25,4,1965,25-4-1965,25-4-1965,0,Use of Force,0,4,0,0,0,0,0
2913,5,3,1965,5,3,1965,5/3/1965,5/3/1965,0,Use of Force,0,4,0,0,0,0,0
2914,11,1,1965,14,1,1965,11/1/1965,14-1-1965,3,Use of Force,0,4,0,0,0,0,0
2915,28,5,1965,28,5,1965,28-5-1965,28-5-1965,0,Display of Force,0,3,0,1,0,0,2
2916,28,4,1965,2,5,1965,28-4-1965,2/5/1965,5,Use of Force,0,4,0,0,1,0,0
2917,4,4,1965,5,4,1965,4/4/1965,5/4/1965,1,Use of Force,0,4,0,0,0,0,0
2918,25,4,1966,25,4,1966,25-4-1966,25-4-1966,0,Use of Force,0,4,0,1,0,0,0
2919,14,3,1966,14,3,1966,14-3-1966,14-3-1966,0,Use of Force,0,4,0,0,0,0,0
2920,22,1,1966,22,1,1966,22-1-1966,22-1-1966,0,Use of Force,0,4,0,0,0,2,0
2921,15,7,1966,15,7,1966,15-7-1966,15-7-1966,0,Use of Force,0,4,0,0,1,0,2
2922,17,6,1968,17,6,1968,17-6-1968,17-6-1968,0,Use of Force,0,4,0,0,0,0,1
2923,4,5,1968,18,5,1968,4/5/1968,18-5-1968,14,Use of Force,0,4,0,0,0,0,1
2924,13,2,1968,13,2,1968,13-2-1968,13-2-1968,0,Display of Force,0,3,0,0,2,0,0
2925,28,9,1968,8,11,1968,28-9-1968,8/11/1968,41,Use of Force,0,4,0,0,0,0,2
2926,30,6,1968,17,11,1968,30-6-1968,17-11-1968,140,Use of Force,0,4,0,1,0,2,0
2927,22,6,1968,22,6,1968,22-6-1968,22-6-1968,0,Use of Force,0,4,0,0,0,0,1
2928,30,6,1968,2,7,1968,30-6-1968,2/7/1968,3,Use of Force,0,4,0,0,1,0,2
2929,5,10,1965,23,11,1967,5/10/1965,23-11-1967,778,Use of Force,0,4,0,0,2,1,0
2930,10,5,1967,17,5,1967,10/5/1967,17-5-1967,7,Use of Force,0,4,0,0,1,0,2
2931,28,4,1967,28,4,1967,28-4-1967,28-4-1967,0,Display of Force,0,3,0,0,2,0,1
2932,12,10,1967,12,10,1967,12/10/1967,12/10/1967,0,Use of Force,0,4,0,0,0,0,0
2933,30,4,1967,30,4,1967,30-4-1967,30-4-1967,0,Use of Force,0,4,0,2,0,0,1
2934,2,3,1967,22,3,1967,2/3/1967,22-3-1967,20,Use of Force,0,4,0,0,2,0,1
2935,8,9,1967,8,9,1967,8/9/1967,8/9/1967,0,Use of Force,0,4,0,0,0,1,0
2936,19,9,1969,4,10,1969,19-9-1969,4/10/1969,16,Use of Force,0,4,0,0,2,1,0
2937,9,8,1969,3,9,1969,9/8/1969,3/9/1969,24,Use of Force,0,4,0,0,0,0,2
2938,4,2,1969,4,2,1969,4/2/1969,4/2/1969,0,Use of Force,-1,4,-1,0,0,0,0
2939,9,1,1969,9,1,1969,9/1/1969,9/1/1969,0,Use of Force,0,4,0,0,0,0,1
2940,20,11,1968,19,12,1968,20-11-1968,19-12-1968,30,Use of Force,0,4,0,0,0,0,0
2941,15,4,1969,27,4,1969,15-4-1969,27-4-1969,12,Use of Force,-1,4,2,0,1,0,2
2942,15,11,1970,16,11,1970,15-11-1970,16-11-1970,1,Use of Force,0,4,0,0,0,0,0
2943,15,12,1971,28,12,1971,15-12-1971,28-12-1971,13,Use of Force,0,4,0,0,1,0,0
2944,29,1,1971,29,1,1971,29-1-1971,29-1-1971,0,Use of Force,0,4,0,0,0,0,0
2945,14,8,1971,14,8,1971,14-8-1971,14-8-1971,0,Use of Force,0,4,0,0,0,0,0
2946,24,2,1971,6,7,1971,24-2-1971,6/7/1971,135,Use of Force,0,4,0,0,2,0,0
2947,9,2,1971,9,3,1971,9/2/1971,9/3/1971,31,Display of Force,0,3,0,0,2,1,0
2948,22,8,1972,22,8,1972,22-8-1972,22-8-1972,0,Use of Force,0,4,0,0,2,1,0
2949,17,1,1972,22,1,1972,17-1-1972,22-1-1972,5,Use of Force,0,4,0,0,2,0,1
2950,21,3,1973,21,3,1973,21-3-1973,21-3-1973,0,Use of Force,0,4,0,0,1,0,0
2951,23,2,1974,24,2,1974,23-2-1974,24-2-1974,1,Use of Force,0,4,0,0,1,0,0
2952,14,9,1974,14,9,1974,14-9-1974,14-9-1974,0,Use of Force,0,4,0,0,2,0,0
2953,2,9,1975,2,9,1975,2/9/1975,2/9/1975,0,Use of Force,0,4,0,0,2,0,0
2954,17,8,1975,22,8,1975,17-8-1975,22-8-1975,5,Use of Force,0,4,0,0,2,0,0
2955,24,4,1975,24,4,1975,24-4-1975,24-4-1975,0,Use of Force,0,4,0,0,0,0,0
2956,1,8,1976,1,8,1976,1/8/1976,1/8/1976,0,Use of Force,0,4,0,0,0,2,0
2957,5,5,1976,6,5,1976,5/5/1976,6/5/1976,1,Use of Force,0,4,0,0,1,0,0
2958,7,1,1976,7,1,1976,7/1/1976,7/1/1976,0,Use of Force,0,4,0,0,2,0,0
2959,25,11,1976,25,11,1976,25-11-1976,25-11-1976,0,Use of Force,-1,4,0,0,0,0,0
2960,15,10,1976,15,10,1976,15-10-1976,15-10-1976,0,Display of Force,0,3,0,0,2,0,0
2961,12,4,1976,13,4,1976,12/4/1976,13-4-1976,1,Use of Force,0,4,0,0,0,0,0
2962,30,4,1977,1,5,1977,30-4-1977,1/5/1977,2,Use of Force,0,4,0,0,1,0,0
2963,12,11,1977,13,11,1977,12/11/1977,13-11-1977,1,Use of Force,0,4,0,0,0,0,0
2964,7,9,1977,7,9,1977,7/9/1977,7/9/1977,0,Display of Force,0,3,0,0,0,0,2
2965,30,7,1978,30,7,1978,30-7-1978,30-7-1978,0,Use of Force,0,4,0,0,0,0,0
2966,13,4,1978,13,4,1978,13-4-1978,13-4-1978,0,Display of Force,0,3,0,0,0,2,0
2967,14,11,1979,14,11,1979,14-11-1979,14-11-1979,0,Use of Force,0,4,0,0,1,0,0
2968,28,8,1979,31,8,1979,28-8-1979,31-8-1979,3,Use of Force,0,4,0,0,1,0,0
2969,13,7,1980,13,7,1980,13-7-1980,13-7-1980,0,Use of Force,0,4,0,0,0,0,0
2970,31,8,1981,31,8,1981,31-8-1981,31-8-1981,0,Use of Force,0,4,0,0,0,0,0
2971,14,8,1981,14,8,1981,14-8-1981,14-8-1981,0,Display of Force,0,3,0,0,2,0,0
2972,17,7,1981,30,7,1981,17-7-1981,30-7-1981,13,Display of Force,0,3,0,0,1,0,0
2973,5,6,1982,4,10,1982,5/6/1982,4/10/1982,122,Use of Force,0,4,0,0,0,0,2
2974,24,4,1982,13,7,1982,24-4-1982,13-7-1982,81,Use of Force,0,4,0,0,0,0,0
2975,8,3,1982,8,3,1982,8/3/1982,8/3/1982,0,Use of Force,0,4,0,0,0,1,0
2976,3,4,1982,3,4,1982,3/4/1982,3/4/1982,0,Display of Force,0,3,0,0,0,0,2
2977,17,3,1982,17,3,1982,17-3-1982,17-3-1982,0,Display of Force,0,3,0,0,2,0,0
2978,3,2,1982,3,2,1982,3/2/1982,3/2/1982,0,Display of Force,0,3,0,0,2,0,0
2979,9,1,1982,9,1,1982,9/1/1982,9/1/1982,0,Display of Force,0,3,0,0,2,0,0
2981,19,4,1983,19,4,1983,19-4-1983,19-4-1983,0,Display of Force,0,3,0,0,2,0,0
2982,16,12,1982,16,12,1982,16-12-1982,16-12-1982,0,Display of Force,0,3,0,0,1,0,2
2983,19,1,1983,19,1,1983,19-1-1983,19-1-1983,0,Use of Force,0,4,0,0,0,0,0
2984,9,9,1953,9,9,1953,9/9/1953,9/9/1953,0,Use of Force,0,4,0,1,0,2,0
2985,16,6,1954,16,6,1954,16-6-1954,16-6-1954,0,Use of Force,0,4,0,1,0,2,0
2986,22,7,1956,8,8,1956,22-7-1956,8/8/1956,17,Use of Force,0,4,0,0,0,1,0
2987,24,8,1954,27,11,1955,24-8-1954,27-11-1955,459,Use of Force,0,4,0,0,0,1,0
2988,24,5,1953,25,11,1953,24-5-1953,25-11-1953,184,Use of Force,0,4,0,1,0,0,0
2989,25,9,1952,3,10,1952,25-9-1952,3/10/1952,9,Use of Force,-1,4,-1,1,0,2,0
2990,25,10,1952,25,10,1952,25-10-1952,25-10-1952,0,Use of Force,0,4,0,1,0,0,0
2991,13,2,1951,8,6,1951,13-2-1951,8/6/1951,117,Use of Force,0,4,0,1,0,2,0
2992,18,3,1951,22,5,1951,18-3-1951,22-5-1951,65,Use of Force,0,4,0,1,0,0,0
2993,5,9,1937,10,9,1937,5/9/1937,10/9/1937,5,Use of Force,0,4,0,0,0,0,2
2994,3,7,1936,3,7,1936,3/7/1936,3/7/1936,0,Use of Force,0,4,0,0,0,0,2
2995,10,3,1934,16,6,1934,10/3/1934,16-6-1934,97,Use of Force,0,4,0,0,0,0,2
2996,7,6,1959,4,8,1959,7/6/1959,4/8/1959,59,Use of Force,0,4,0,0,0,0,0
2997,1,10,1959,1,10,1959,1/10/1959,1/10/1959,0,Display of Force,0,3,0,0,0,0,0
2998,10,3,1959,15,3,1959,10/3/1959,15-3-1959,5,Use of Force,-1,4,-1,0,0,0,0
2999,15,12,1959,15,12,1959,15-12-1959,15-12-1959,0,Use of Force,0,4,0,0,0,0,0
3000,27,2,1979,1,3,1979,27-2-1979,1/3/1979,5,Use of Force,0,4,0,0,0,0,0
3001,9,2,1979,13,5,1979,9/2/1979,13-5-1979,96,Display of Force,0,3,0,0,0,0,0
3002,26,2,1979,26,2,1979,26-2-1979,26-2-1979,0,Use of Force,0,4,0,0,0,0,0
3003,14,12,1978,24,1,1979,14-12-1978,24-1-1979,41,Use of Force,-1,4,-1,0,0,0,0
3004,16,10,1978,10,8,1979,16-10-1978,10/8/1979,298,Use of Force,-1,4,-1,0,0,0,0
3005,23,8,1978,26,8,1978,23-8-1978,26-8-1978,3,Use of Force,0,4,0,0,0,0,0
3007,7,12,1978,7,2,1979,7/12/1978,7/2/1979,59,War,0,5,6,0,0,2,1
3008,20,4,1978,20,4,1978,20-4-1978,20-4-1978,0,Use of Force,0,4,0,0,0,0,2
3009,17,3,1978,17,3,1978,17-3-1978,17-3-1978,0,Display of Force,0,3,0,0,0,0,0
3010,15,2,1978,17,2,1978,15-2-1978,17-2-1978,2,Use of Force,0,4,0,0,0,0,0
3011,20,3,1978,20,3,1978,20-3-1978,20-3-1978,0,Use of Force,0,4,0,0,0,0,0
3012,1,2,1978,1,2,1978,1/2/1978,1/2/1978,0,Use of Force,0,4,0,0,0,0,0
3013,13,10,1977,15,10,1977,13-10-1977,15-10-1977,2,Use of Force,0,4,0,0,0,0,0
3014,20,5,1977,27,5,1977,20-5-1977,27-5-1977,7,Display of Force,0,3,0,0,0,0,0
3015,27,2,1978,1,3,1978,27-2-1978,1/3/1978,5,Use of Force,0,4,1,0,0,0,0
3016,27,1,1980,30,1,1980,27-1-1980,30-1-1980,3,Display of Force,0,3,0,0,0,0,0
3017,19,1,1980,4,3,1980,19-1-1980,4/3/1980,45,Display of Force,0,3,0,0,0,0,2
3018,31,8,1977,31,8,1977,31-8-1977,31-8-1977,0,Display of Force,0,3,0,0,0,0,0
3020,4,11,1979,21,1,1981,4/11/1979,21-1-1981,445,Use of Force,0,4,0,0,1,0,0
3021,13,8,1979,13,8,1979,13-8-1979,13-8-1979,0,Display of Force,0,3,0,0,2,0,0
3022,15,11,1979,19,11,1979,15-11-1979,19-11-1979,4,Display of Force,0,3,0,0,0,0,0
3023,26,10,1979,1,11,1979,26-10-1979,1/11/1979,5,Use of Force,0,4,0,0,0,0,0
3024,10,6,1979,10,10,1979,10/6/1979,10/10/1979,123,Use of Force,-1,4,-1,0,0,0,0
3025,18,3,1979,26,6,1979,18-3-1979,26-6-1979,99,Use of Force,-1,4,-1,0,0,0,0
3026,2,3,1979,15,3,1979,2/3/1979,15-3-1979,13,Display of Force,0,3,0,0,0,2,0
3027,12,3,1984,20,9,1984,12/3/1984,20-9-1984,191,Use of Force,0,4,1,0,0,0,0
3029,19,2,1985,19,2,1985,19-2-1985,19-2-1985,0,Use of Force,0,4,0,0,0,0,0
3030,14,6,1985,14,6,1985,14-6-1985,14-6-1985,0,Use of Force,0,4,0,0,0,0,0
3031,26,8,1984,25,10,1984,26-8-1984,25-10-1984,60,Use of Force,0,4,0,0,0,0,0
3033,9,1,1985,9,1,1985,9/1/1985,9/1/1985,0,Use of Force,0,4,0,0,0,0,0
3034,26,12,1984,26,12,1984,26-12-1984,26-12-1984,0,Use of Force,0,4,0,0,0,0,0
3035,25,12,1984,25,12,1984,25-12-1984,25-12-1984,0,Use of Force,0,4,0,0,0,0,0
3036,22,12,1984,22,12,1984,22-12-1984,22-12-1984,0,Use of Force,0,4,0,0,0,0,0
3037,17,12,1984,25,1,1985,17-12-1984,25-1-1985,39,Use of Force,0,4,0,0,0,0,0
3038,10,12,1984,10,12,1984,10/12/1984,10/12/1984,0,Use of Force,0,4,0,0,0,0,0
3039,9,10,1984,9,10,1984,9/10/1984,9/10/1984,0,Use of Force,0,4,0,1,0,0,0
3040,9,9,1984,15,9,1984,9/9/1984,15-9-1984,6,Use of Force,0,4,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
