DisputeID,StDay,StMon,StYear,EndDay,EndMon,EndYear,stDate,endDate,durationDays,MaxHost,Total Fatality,MaxHostLev,MaxFatalityLev,United Kingdom,United States of America,China,Soviet Union
1333,6,8,1976,-9,2,1978,6/8/1976,1/2/1978,541,Use of Force,-1,4,1,0,0,0,0
1334,11,10,1975,19,10,1975,11/10/1975,19-10-1975,8,Use of Force,0,4,0,0,0,0,0
1335,-9,3,1969,-9,9,1969,1/3/1969,1/9/1969,183,Use of Force,0,4,0,0,0,0,0
1337,9,9,1976,9,3,1977,9/9/1976,9/3/1977,182,Use of Force,0,4,0,0,0,0,0
1339,16,11,1976,16,11,1976,16-11-1976,16-11-1976,0,Use of Force,0,4,0,0,0,0,0
1340,-9,6,1972,18,9,1972,1/6/1972,18-9-1972,109,Use of Force,0,4,0,0,0,0,0
1342,4,5,1973,4,5,1973,4/5/1973,4/5/1973,0,Use of Force,0,4,0,0,0,0,0
1343,9,10,1967,10,10,1967,9/10/1967,10/10/1967,1,Use of Force,-1,4,1,0,0,0,0
1344,3,2,1953,27,2,1954,3/2/1953,27-2-1954,389,Use of Force,0,4,0,0,0,0,0
1345,30,7,1954,30,7,1954,30-7-1954,30-7-1954,0,Use of Force,0,4,0,0,0,0,0
1346,3,8,1955,3,12,1955,3/8/1955,3/12/1955,122,Use of Force,0,4,0,0,0,0,0
1347,1,1,1958,5,2,1959,1/1/1958,5/2/1959,397,Use of Force,0,4,0,0,0,0,0
1349,13,1,1961,13,1,1961,13-1-1961,13-1-1961,0,Use of Force,0,4,0,0,0,0,0
1350,5,12,1958,5,1,1960,5/12/1958,5/1/1960,396,Use of Force,-1,4,-1,0,0,0,0
1351,16,3,1966,25,4,1966,16-3-1966,25-4-1966,39,Use of Force,-1,4,1,0,0,0,0
1352,17,2,1967,25,9,1967,17-2-1967,25-9-1967,222,Use of Force,0,4,0,0,0,0,0
1353,12,5,1962,15,2,1973,12/5/1962,15-2-1973,3929,Use of Force,-1,4,0,1,1,2,2
1360,28,3,1969,16,10,1969,28-3-1969,16-10-1969,202,Use of Force,0,4,0,0,0,0,0
1361,22,1,1964,26,1,1964,22-1-1964,26-1-1964,4,Use of Force,0,4,0,0,0,0,0
1362,15,3,1973,29,6,1973,15-3-1973,29-6-1973,105,Use of Force,0,4,0,0,0,0,0
1363,-9,1,1961,20,4,1961,1/1/1961,20-4-1961,108,Use of Force,0,4,0,0,1,2,2
1364,14,4,1972,14,4,1972,14-4-1972,14-4-1972,0,Use of Force,-1,4,-1,0,0,0,0
1366,15,5,1965,26,5,1965,15-5-1965,26-5-1965,11,Use of Force,0,4,0,0,0,0,0
1367,13,2,1973,13,2,1973,13-2-1973,13-2-1973,0,Use of Force,0,4,0,0,0,0,0
1368,18,2,1976,27,8,1976,18-2-1976,27-8-1976,193,Use of Force,-1,4,-1,0,0,0,0
1369,29,8,1959,29,8,1959,29-8-1959,29-8-1959,0,Use of Force,0,4,0,0,0,0,0
1374,-9,1,1950,23,5,1953,1/1/1950,23-5-1953,1238,Use of Force,-1,4,3,0,0,0,0
1376,7,7,1975,16,11,1975,7/7/1975,16-11-1975,131,Use of Force,-1,4,-1,0,0,0,0
1377,5,7,1976,5,7,1976,5/7/1976,5/7/1976,0,Use of Force,-1,4,2,0,0,0,0
1378,1,3,1967,18,8,1967,1/3/1967,18-8-1967,170,Use of Force,-1,4,2,0,0,0,0
1379,9,8,1964,19,10,1969,9/8/1964,19-10-1969,1897,Use of Force,-1,4,3,0,2,0,0
1380,27,1,1971,25,12,1971,27-1-1971,25-12-1971,332,Use of Force,-1,4,2,0,0,0,0
1381,18,9,1972,28,3,1973,18-9-1972,28-3-1973,192,Use of Force,-1,4,2,0,0,0,0
1382,14,7,1974,7,9,1975,14-7-1974,7/9/1975,419,Use of Force,0,4,0,0,0,0,0
1384,10,7,1974,24,7,1974,10/7/1974,24-7-1974,14,Use of Force,0,4,0,0,0,0,0
1385,25,11,1969,-9,4,1971,25-11-1969,1/4/1971,492,Use of Force,0,4,0,0,0,0,0
1386,20,1,1973,20,1,1973,20-1-1973,20-1-1973,0,Display of Force,0,3,0,0,0,0,0
1387,-9,12,1961,-9,12,1961,1/12/1961,1/12/1961,0,Display of Force,0,3,0,0,0,0,0
1388,8,4,1963,17,4,1963,8/4/1963,17-4-1963,9,Use of Force,0,4,0,0,0,0,0
1389,26,5,1972,26,5,1972,26-5-1972,26-5-1972,0,Use of Force,0,4,1,0,0,0,0
1390,24,12,1972,14,6,1973,24-12-1972,14-6-1973,171,Use of Force,0,4,0,0,0,0,0
1391,3,3,1971,12,4,1971,3/3/1971,12/4/1971,39,Use of Force,0,4,0,0,0,0,0
1392,18,5,1966,7,8,1969,18-5-1966,7/8/1969,1177,Use of Force,0,4,0,0,0,0,0
1396,1,10,1974,20,11,1974,1/10/1974,20-11-1974,49,Use of Force,0,4,0,0,0,0,0
1397,9,1,1973,14,6,1973,9/1/1973,14-6-1973,155,Use of Force,-1,4,1,0,0,0,0
1398,4,10,1971,7,10,1971,4/10/1971,7/10/1971,3,Threat to Use Force,0,2,0,0,0,0,0
1399,23,3,1969,26,3,1969,23-3-1969,26-3-1969,3,Display of Force,0,3,0,0,0,0,0
1400,6,4,1968,27,7,1968,6/4/1968,27-7-1968,113,Threat to Use Force,0,2,0,0,0,0,0
1401,14,10,1966,4,11,1966,14-10-1966,4/11/1966,20,Use of Force,0,4,0,0,0,0,0
1403,14,5,1968,18,5,1968,14-5-1968,18-5-1968,4,Use of Force,0,4,0,0,0,0,0
1404,15,12,1971,16,12,1971,15-12-1971,16-12-1971,1,Display of Force,0,3,0,0,0,0,0
1406,1,3,1969,4,4,1969,1/3/1969,4/4/1969,33,Use of Force,0,4,0,0,0,0,0
1407,2,12,1963,1,1,1964,2/12/1963,1/1/1964,30,Use of Force,0,4,0,0,0,0,0
1408,29,10,1966,4,11,1966,29-10-1966,4/11/1966,5,Use of Force,0,4,0,0,0,0,0
1409,10,3,1966,10,3,1966,10/3/1966,10/3/1966,0,Threat to Use Force,0,2,0,0,0,0,0
1410,23,7,1962,23,7,1962,23-7-1962,23-7-1962,0,Use of Force,-1,4,-1,0,0,0,0
1411,-9,11,1974,3,6,1975,1/11/1974,3/6/1975,214,Use of Force,-1,4,1,0,0,0,0
1415,7,4,1975,7,4,1975,7/4/1975,7/4/1975,0,Use of Force,0,4,0,0,0,0,0
1417,-9,11,1961,-9,11,1961,1/11/1961,1/11/1961,0,Use of Force,0,4,0,0,0,0,0
1418,7,12,1962,19,12,1962,7/12/1962,19-12-1962,12,Display of Force,0,3,0,0,0,0,0
1419,16,1,1965,16,4,1965,16-1-1965,16-4-1965,89,Use of Force,0,4,1,0,0,0,0
1421,20,1,1961,14,9,1961,20-1-1961,14-9-1961,236,Display of Force,0,3,0,0,0,0,0
1422,2,7,1967,3,7,1967,2/7/1967,3/7/1967,1,Use of Force,0,4,0,0,0,0,0
1423,14,8,1960,20,8,1960,14-8-1960,20-8-1960,6,Use of Force,0,4,0,0,0,0,0
1425,16,11,1963,19,4,1964,16-11-1963,19-4-1964,155,Use of Force,-1,4,3,0,0,0,0
1426,29,12,1963,30,3,1964,29-12-1963,30-3-1964,92,Use of Force,-1,4,-1,0,0,0,0
1427,26,5,1974,28,5,1974,26-5-1974,28-5-1974,2,Use of Force,-1,4,1,0,0,0,0
1428,14,12,1975,4,1,1976,14-12-1975,4/1/1976,21,Use of Force,-1,4,1,0,0,0,0
1430,9,10,1975,27,11,1977,9/10/1975,27-11-1977,779,Use of Force,-1,4,0,0,0,0,0
1435,18,4,1975,7,1,1979,18-4-1975,7/1/1979,1361,War,-1,5,6,0,0,0,0
1441,-9,8,1975,30,8,1988,1/8/1975,30-8-1988,4778,Use of Force,-1,4,-1,0,0,0,0
1446,3,2,1974,3,2,1974,3/2/1974,3/2/1974,0,Threat to Use Force,0,2,0,0,0,0,0
1447,7,4,1971,17,12,1971,7/4/1971,17-12-1971,255,War,-1,5,6,0,0,0,0
1448,12,10,1954,20,11,1954,12/10/1954,20-11-1954,38,Use of Force,0,4,0,0,0,0,1
1449,16,6,1969,-9,9,1969,16-6-1969,1/9/1969,77,Threat to Use Force,0,2,0,0,0,0,0
1450,-9,8,1975,27,7,1976,1/8/1975,27-7-1976,361,Use of Force,0,4,0,0,0,0,0
1452,30,8,1956,4,10,1956,30-8-1956,4/10/1956,35,Use of Force,0,4,0,0,0,2,0
1462,26,10,1968,18,12,1968,26-10-1968,18-12-1968,53,Use of Force,0,4,0,0,0,0,0
1463,1,12,1965,3,12,1965,1/12/1965,3/12/1965,2,Use of Force,0,4,0,0,0,0,0
1466,-9,5,1962,5,10,1962,1/5/1962,5/10/1962,157,Use of Force,0,4,0,0,0,1,0
1467,4,3,1964,28,9,1964,4/3/1964,28-9-1964,207,Use of Force,-1,4,2,0,0,0,0
1469,19,4,1976,21,4,1976,19-4-1976,21-4-1976,2,Use of Force,-1,4,1,0,0,0,0
1472,18,5,1975,20,11,1975,18-5-1975,20-11-1975,185,Use of Force,0,4,1,0,2,0,0
1477,24,2,1918,25,3,1918,24-2-1918,25-3-1918,32,Display of Force,0,3,0,0,0,0,0
1480,18,4,1970,30,7,1970,18-4-1970,30-7-1970,104,War,-1,5,6,0,0,0,1
1481,24,11,1974,24,11,1974,24-11-1974,24-11-1974,0,Use of Force,0,4,0,0,0,0,0
1482,27,2,1866,27,2,1866,27-2-1866,27-2-1866,0,War,0,5,5,0,0,0,0
1486,4,12,1884,18,4,1885,4-12-1884,18-4-1885,134,Use of Force,-1,4,1,0,0,1,0
1488,-9,10,1885,-9,11,1885,1-10-1885,1-11-1885,30,Display of Force,0,3,0,2,2,2,0
1489,17,4,1874,3,12,1874,17-4-1874,3-12-1874,231,Use of Force,0,4,0,0,0,1,0
1490,5,6,1894,30,3,1895,5-6-1894,30-3-1895,299,War,-1,5,6,0,0,1,0
1493,-9,5,1849,-9,7,1849,1-5-1849,1-7-1849,61,Use of Force,0,4,0,0,0,0,0
1494,12,12,1854,13,6,1855,12-12-1854,13-6-1855,182,Use of Force,0,4,0,0,0,0,0
1495,-9,3,1856,-9,3,1856,1-3-1856,1-3-1856,0,Display of Force,0,3,0,0,0,0,0
1496,20,8,1857,-9,9,1857,20-8-1857,1-9-1857,11,Use of Force,0,4,0,0,1,0,0
1497,-9,2,1869,-9,2,1869,1-2-1869,1-2-1869,0,Use of Force,0,4,0,0,0,0,0
1498,7,11,1846,6,2,1847,7-11-1846,6-2-1847,89,Display of Force,0,3,0,0,0,0,0
1500,20,8,1857,20,2,1858,20-8-1857,20-2-1858,181,Use of Force,0,4,0,0,0,0,0
1501,-9,5,1861,-9,6,1861,1-5-1861,1-6-1861,30,Use of Force,0,4,0,0,0,0,0
1502,-9,2,1863,-9,12,1863,1-2-1863,1-12-1863,306,Use of Force,0,4,0,0,0,0,0
1503,-9,8,1872,19,11,1872,1-8-1872,19-11-1872,109,Display of Force,0,3,0,0,0,0,0
1506,-9,8,1852,-9,11,1852,1-8-1852,1-11-1852,91,Display of Force,0,3,0,0,0,0,0
1507,21,9,1843,30,4,1844,21-9-1843,30-4-1844,222,Use of Force,0,4,0,0,0,0,0
1508,15,3,1873,22,5,1873,15-3-1873,22-5-1873,68,Use of Force,-1,4,-1,0,0,0,0
1509,-9,9,1877,-9,12,1877,1-9-1877,1-12-1877,92,Display of Force,0,3,0,0,0,0,0
1510,15,10,1878,26,11,1878,15-10-1878,26-11-1878,41,Use of Force,0,4,0,0,0,0,0
1511,-9,5,1879,16,6,1879,1-5-1879,16-6-1879,45,Use of Force,0,4,0,0,0,0,0
1512,-9,12,1891,25,1,1892,1-12-1891,25-1-1892,55,Threat to Use Force,0,2,0,0,2,0,0
1513,-9,10,1897,22,9,1898,1-10-1897,22-9-1898,355,Display of Force,0,3,0,0,0,0,0
1515,1,3,1884,4,3,1884,1-3-1884,4-3-1884,3,Display of Force,0,3,0,0,0,0,0
1516,-9,3,1884,4,4,1884,1-3-1884,4-4-1884,33,Use of Force,0,4,0,0,0,0,0
1517,22,1,1883,15,3,1883,22-1-1883,15-3-1883,52,Threat to Use Force,0,2,0,2,2,0,0
1518,15,2,1879,20,10,1883,15-2-1879,20-10-1883,1711,War,-1,5,6,0,0,0,0
1519,-9,8,1863,6,12,1863,1-8-1863,6-12-1863,127,War,-1,5,5,0,0,0,0
1520,19,6,1862,31,7,1862,19-6-1862,31-7-1862,43,Use of Force,-1,4,2,0,0,0,0
1521,-9,11,1857,-9,11,1857,1-11-1857,1-11-1857,0,Use of Force,0,4,0,0,0,0,0
1522,25,6,1856,11,10,1856,25-6-1856,11-10-1856,109,Display of Force,0,3,0,0,2,0,0
1523,-9,3,1852,18,7,1852,1-3-1852,18-7-1852,139,Display of Force,0,3,0,0,0,0,0
1524,-9,2,1834,-9,8,1834,1-2-1834,1-8-1834,184,Use of Force,0,4,0,0,1,0,0
1525,20,8,1868,-9,8,1868,20-8-1868,1-8-1868,-19,Display of Force,0,3,0,0,2,0,0
1526,29,9,1873,23,4,1874,29-9-1873,23-4-1874,206,Use of Force,0,4,0,0,0,0,0
1527,22,3,1872,-9,5,1872,22-3-1872,1-5-1872,40,Display of Force,0,3,0,0,0,0,0
1528,-9,4,1851,3,2,1852,1-4-1851,3-2-1852,307,War,-1,5,5,0,0,0,0
1529,21,2,1891,22,4,1891,21-2-1891,22-4-1891,62,Display of Force,0,3,0,0,2,0,0
1530,16,10,1888,20,12,1888,16-10-1888,20-12-1888,65,Use of Force,0,4,0,0,1,0,0
1531,27,2,1882,27,2,1882,27-2-1882,27-2-1882,0,Threat to Use Force,0,2,0,0,2,0,0
1532,-9,11,1869,-9,11,1869,1-11-1869,1-11-1869,0,Display of Force,0,3,0,0,2,0,0
1533,-9,2,1876,25,4,1876,1-2-1876,25-4-1876,85,War,-1,5,5,0,0,0,0
1534,23,6,1890,25,8,1890,23-6-1890,25-8-1890,64,Use of Force,-1,4,1,0,0,0,0
1535,10,3,1885,-9,3,1885,10-3-1885,1-3-1885,-9,War,0,5,5,0,1,0,0
1540,5,12,1840,1,2,1841,5-12-1840,1-2-1841,55,Display of Force,-1,3,-1,0,0,0,0
1541,-9,9,1893,-9,9,1893,1-9-1893,1-9-1893,0,Use of Force,0,4,0,0,1,0,0
1542,30,6,1886,24,8,1886,30-6-1886,24-8-1886,56,Use of Force,0,4,0,0,1,0,0
1543,-9,2,1880,-9,2,1880,1-2-1880,1-2-1880,0,Display of Force,0,3,0,0,2,0,0
1544,16,5,1876,20,8,1878,16-5-1876,20-8-1878,826,Use of Force,-1,4,-1,0,2,0,0
1545,20,4,1875,12,7,1875,20-4-1875,12-7-1875,84,Display of Force,0,3,0,0,2,0,0
1547,6,5,1873,16,6,1873,6-5-1873,16-6-1873,40,Display of Force,0,3,0,0,2,0,0
1548,21,11,1859,4,1,1860,21-11-1859,4-1-1860,45,Display of Force,0,3,0,0,2,0,0
1549,2,3,1860,20,3,1860,2-3-1860,20-3-1860,18,Use of Force,-1,4,-1,0,2,0,0
1550,-9,10,1855,-9,10,1855,1-10-1855,1-10-1855,0,Use of Force,-1,4,-1,0,2,0,0
1551,-9,11,1850,25,1,1851,1-11-1850,25-1-1851,86,Threat to Use Force,0,2,0,0,2,0,0
1552,23,8,1843,2,2,1848,23-8-1843,2-2-1848,1622,War,-1,5,6,0,2,0,0
1553,-9,4,1838,-9,4,1838,1-4-1838,1-4-1838,0,Use of Force,0,4,0,0,1,0,0
1554,-9,12,1836,-9,5,1837,1-12-1836,1-5-1837,151,Use of Force,0,4,0,0,1,0,0
1555,4,4,1836,-9,7,1836,4-4-1836,1-7-1836,89,Use of Force,0,4,0,0,2,0,0
1556,-9,3,1839,-9,3,1839,1-3-1839,1-3-1839,0,Use of Force,0,4,0,0,2,0,0
1557,3,1,1898,12,8,1898,3-1-1898,12-8-1898,221,War,-1,5,6,0,2,0,0
1558,7,12,1896,7,12,1896,7-12-1896,7-12-1896,0,Threat to Use Force,0,2,0,0,2,0,0
1559,7,12,1875,7,12,1875,7-12-1875,7-12-1875,0,Threat to Use Force,0,2,0,0,2,0,0
1563,14,4,1864,5,2,1865,14-4-1864,5-2-1865,295,Use of Force,0,4,0,0,0,0,0
1564,7,3,1855,9,3,1855,7-3-1855,9-3-1855,2,Use of Force,0,4,0,0,1,0,0
1565,28,2,1854,8,4,1854,28-2-1854,8-4-1854,41,Use of Force,0,4,0,0,1,0,0
1566,-9,6,1850,-9,12,1850,1-6-1850,1-12-1850,184,Use of Force,0,4,0,0,1,0,0
1567,15,3,1818,30,5,1818,15-3-1818,30-5-1818,76,Use of Force,-1,4,-1,0,2,0,0
1569,-9,12,1896,19,5,1897,1-12-1896,19-5-1897,169,War,-1,5,6,0,0,0,0
1571,-9,3,1882,-9,4,1882,1-3-1882,1-4-1882,30,Use of Force,-1,4,-1,0,0,0,0
1573,7,1,1878,26,2,1878,7-1-1878,26-2-1878,47,Use of Force,0,4,0,0,0,0,0
1574,-9,2,1877,-9,5,1877,1-2-1877,1-5-1877,92,Display of Force,0,3,0,0,0,0,0
1575,19,11,1868,6,2,1869,19-11-1868,6-2-1869,77,Use of Force,0,4,0,0,0,0,0
1576,-9,10,1866,-9,10,1866,1-10-1866,1-10-1866,0,Display of Force,0,3,0,0,0,0,0
1579,24,9,1829,25,9,1829,24-9-1829,25-9-1829,1,Use of Force,-1,4,-1,0,0,0,0
1580,16,10,1859,25,3,1860,16-10-1859,25-3-1860,161,War,-1,5,6,0,0,0,0
1581,2,10,1893,31,1,1894,2-10-1893,31-1-1894,121,Use of Force,0,4,0,0,0,0,0
1586,1,1,1846,1,7,1846,1-1-1846,1-7-1846,181,Use of Force,0,4,0,0,0,0,0
1587,-9,9,1850,14,10,1850,1-9-1850,14-10-1850,44,Use of Force,0,4,0,0,0,0,0
1588,-9,1,1855,21,3,1855,1-1-1855,21-3-1855,79,Use of Force,0,4,0,0,0,0,0
1589,-9,4,1862,-9,5,1862,1-4-1862,1-5-1862,31,Display of Force,0,3,0,0,0,0,0
1590,-9,8,1863,1,3,1870,1-8-1863,1-3-1870,2404,War,-1,5,6,0,0,0,0
1593,-9,5,1858,25,1,1860,1-5-1858,25-1-1860,634,Use of Force,-1,4,2,0,0,0,0
1594,-9,4,1859,-9,6,1859,1-4-1859,1-6-1859,61,Use of Force,0,4,0,0,0,0,0
1595,10,8,1862,10,2,1863,10-8-1862,10-2-1863,181,Display of Force,0,3,0,0,0,0,0
1596,-9,9,1893,23,1,1894,1-9-1893,23-1-1894,145,Use of Force,0,4,0,0,0,0,0
1597,-9,4,1899,-9,10,1899,1-4-1899,1-10-1899,184,Use of Force,0,4,0,0,0,0,0
1598,-9,1,1912,13,4,1912,1/1/1912,13-4-1912,102,Display of Force,0,3,0,0,0,0,0
1599,20,9,1889,30,9,1889,20-9-1889,30-9-1889,10,Display of Force,0,3,0,0,2,0,0
1600,-9,7,1866,-9,7,1866,1-7-1866,1-7-1866,0,Display of Force,0,3,0,0,0,0,0
1601,23,12,1887,13,2,1888,23-12-1887,13-2-1888,50,Use of Force,0,4,0,0,0,0,0
1603,19,5,1949,14,8,1949,19-5-1949,14-8-1949,87,Use of Force,0,4,0,0,0,0,0
1604,3,5,1960,21,11,1960,3/5/1960,21-11-1960,201,Use of Force,0,4,0,0,0,0,0
1605,23,3,1970,1,6,1970,23-3-1970,1/6/1970,69,Use of Force,0,4,0,0,0,0,0
1608,6,11,1965,11,12,1965,6/11/1965,11/12/1965,36,Use of Force,-1,4,1,0,0,0,0
1609,18,8,1967,7,5,1968,18-8-1967,7/5/1968,263,Use of Force,0,4,0,0,0,0,0
1610,-9,6,1968,-9,8,1968,1/6/1968,1/8/1968,62,Use of Force,-1,4,-1,0,0,0,0
1611,3,1,1970,18,1,1970,3/1/1970,18-1-1970,15,Threat to Use Force,0,2,0,0,0,0,0
1612,21,12,1972,8,4,1973,21-12-1972,8/4/1973,107,Use of Force,0,4,1,0,0,0,0
1613,7,3,1975,5,6,1975,7/3/1975,5/6/1975,89,Use of Force,0,4,0,0,0,0,0
1614,20,12,1941,20,12,1941,20-12-1941,20-12-1941,0,Use of Force,0,4,0,0,0,0,0
1617,13,3,1970,18,3,1970,13-3-1970,18-3-1970,5,War,-1,5,-1,0,0,0,0
1622,30,10,1826,30,10,1826,30-10-1826,30-10-1826,0,Threat to Use Force,0,2,0,2,0,0,0
1623,20,1,1836,21,1,1836,20-1-1836,21-1-1836,1,Use of Force,0,4,0,1,0,0,0
1624,-9,2,1842,15,6,1842,1-2-1842,15-6-1842,136,Use of Force,0,4,0,2,0,0,0
1625,4,6,1845,16,5,1846,4-6-1845,16-5-1846,347,Use of Force,0,4,0,2,0,0,0
1627,1,8,1849,-9,6,1852,1-8-1849,1-6-1852,1034,Use of Force,-1,4,-1,2,0,0,0
1628,-9,5,1858,27,8,1858,1-5-1858,27-8-1858,118,Use of Force,0,4,0,2,0,0,0
1629,29,11,1859,30,11,1859,29-11-1859,30-11-1859,1,Use of Force,0,4,0,2,0,0,0
1630,-9,5,1859,-9,5,1859,1-5-1859,1-5-1859,0,Use of Force,0,4,0,1,0,0,0
1631,20,12,1860,20,12,1860,20-12-1860,20-12-1860,0,Threat to Use Force,0,2,0,1,2,0,0
1632,11,6,1872,12,6,1872,11-6-1872,12-6-1872,1,Use of Force,0,4,0,0,0,0,0
1633,27,4,1876,2,8,1876,27-4-1876,2-8-1876,98,Use of Force,0,4,0,0,0,0,0
1635,13,7,1877,-9,11,1877,13-7-1877,1-11-1877,110,Display of Force,0,3,0,0,0,0,0
1637,-9,1,1881,-9,1,1881,1-1-1881,1-1-1881,0,Display of Force,0,3,0,2,1,0,0
1639,-9,10,1886,-9,4,1887,1-10-1886,1-4-1887,181,Use of Force,0,4,0,2,0,0,0
1641,-9,2,1889,-9,2,1889,1-2-1889,1-2-1889,0,Threat to Use Force,0,2,0,0,0,0,0
1642,14,10,1890,24,3,1891,14-10-1890,24-3-1891,161,Display of Force,0,3,0,1,0,0,0
1643,2,2,1891,24,6,1891,2-2-1891,24-6-1891,144,Display of Force,0,3,0,2,0,0,0
1644,11,2,1895,11,3,1895,11-2-1895,11-3-1895,31,Display of Force,0,3,0,0,1,0,0
1645,-9,1,1895,-9,7,1895,1-1-1895,1-7-1895,181,Use of Force,0,4,0,2,0,0,0
1646,11,5,1895,25,5,1895,11-5-1895,25-5-1895,14,Display of Force,0,3,0,0,0,0,0
1647,-9,6,1896,-9,12,1896,1-6-1896,1-12-1896,184,Use of Force,-1,4,-1,0,0,0,0
1648,6,12,1896,6,12,1896,6-12-1896,6-12-1896,0,Display of Force,0,3,0,0,0,0,0
1649,11,10,1897,11,10,1897,11-10-1897,11-10-1897,0,Threat to Use Force,0,2,0,2,0,0,0
1650,-9,7,1905,6,3,1906,1/7/1905,6/3/1906,248,Display of Force,0,3,0,0,2,1,0
1652,15,8,1912,15,8,1912,15-8-1912,15-8-1912,0,Threat to Use Force,0,2,0,0,2,0,0
1653,25,1,1911,29,2,1912,25-1-1911,29-2-1912,398,Use of Force,0,4,0,0,2,0,0
1654,-9,8,1914,-9,9,1914,1/8/1914,1/9/1914,30,Use of Force,0,4,0,2,0,0,0
1655,1,8,1914,1,8,1914,1/8/1914,1/8/1914,0,Display of Force,0,3,0,0,0,0,0
1656,19,2,1915,11,1,1918,19-2-1915,11/1/1918,1060,Use of Force,0,4,0,0,0,0,0
1659,6,11,1915,-9,7,1916,6/11/1915,1/7/1916,239,Threat to Use Force,0,2,0,1,0,0,1
1660,-9,2,1917,-9,5,1917,1/2/1917,1/5/1917,92,Use of Force,0,4,0,2,2,0,0
1661,5,10,1914,27,8,1918,5/10/1914,27-8-1918,1422,Use of Force,0,4,0,0,0,0,0
1665,6,1,1921,6,1,1921,6/1/1921,6/1/1921,0,Threat to Use Force,0,2,0,0,2,0,0
1666,-9,5,1921,-9,5,1921,1/5/1921,1/5/1921,0,Display of Force,0,3,0,0,2,0,0
1668,-9,11,1922,-9,9,1923,1/11/1922,1/9/1923,304,Use of Force,0,4,0,0,0,1,2
1669,-9,1,1923,-9,7,1923,1/1/1923,1/7/1923,181,Use of Force,0,4,0,0,0,0,0
1670,-9,12,1925,19,1,1926,1/12/1925,19-1-1926,49,Display of Force,0,3,0,0,0,0,0
1671,1,12,1926,15,1,1927,1/12/1926,15-1-1927,45,Display of Force,0,3,0,0,0,0,0
1672,28,10,1927,31,10,1927,28-10-1927,31-10-1927,3,Display of Force,0,3,0,1,0,0,0
1674,8,2,1927,30,4,1927,8/2/1927,30-4-1927,83,Use of Force,0,4,0,0,0,2,1
1677,-9,7,1933,-9,1,1934,1/7/1933,1/1/1934,184,Use of Force,0,4,0,0,2,0,0
1681,-9,2,1881,-9,2,1881,1-2-1881,1-2-1881,0,Threat to Use Force,0,2,0,0,2,0,0
1683,-9,7,1883,28,5,1884,1-7-1883,28-5-1884,332,Use of Force,0,4,0,1,0,0,0
1684,8,8,1939,-9,2,1940,8/8/1939,1/2/1940,175,Display of Force,0,3,0,0,0,0,0
1685,14,9,1939,17,9,1939,14-9-1939,17-9-1939,3,Use of Force,-1,4,-1,0,0,0,0
1686,29,8,1939,-9,9,1939,29-8-1939,1/9/1939,2,Display of Force,0,3,0,0,0,0,0
1687,29,7,1940,7,8,1940,29-7-1940,7/8/1940,9,Display of Force,0,3,0,0,0,0,0
1693,1,6,1942,22,6,1942,1/6/1942,22-6-1942,21,Use of Force,0,4,0,0,0,0,0
1694,25,1,1942,-9,8,1945,25-1-1942,1/8/1945,1284,Use of Force,-1,4,-1,1,0,0,0
1695,-9,2,1944,19,3,1944,1/2/1944,19-3-1944,49,Use of Force,0,4,0,0,0,0,0
1696,-9,3,1944,-9,5,1944,1/3/1944,1/5/1944,61,Use of Force,0,4,0,0,0,0,0
1698,15,2,1947,3,4,1947,15-2-1947,3/4/1947,49,Use of Force,0,4,0,1,0,0,0
1701,16,6,1952,16,9,1952,16-6-1952,16-9-1952,92,Use of Force,0,4,0,0,0,0,2
1702,-9,8,1952,30,10,1952,1/8/1952,30-10-1952,90,Use of Force,0,4,0,0,1,0,0
1703,30,6,1952,26,10,1952,30-6-1952,26-10-1952,119,Use of Force,0,4,1,0,0,0,2
1705,7,9,1954,7,9,1954,7/9/1954,7/9/1954,0,Use of Force,-1,4,1,0,1,0,0
1706,31,5,1957,17,6,1958,31-5-1957,17-6-1958,381,Use of Force,-1,4,2,0,0,0,0
1707,2,7,1958,1,11,1958,2/7/1958,1/11/1958,121,Use of Force,0,4,0,0,0,2,0
1708,21,5,1959,7,9,1959,21-5-1959,7/9/1959,108,Use of Force,-1,4,-1,0,0,2,0
1709,28,12,1959,30,12,1959,28-12-1959,30-12-1959,2,Use of Force,-1,4,1,0,0,0,1
1710,10,1,1960,10,1,1960,10/1/1960,10/1/1960,0,Use of Force,-1,4,1,0,0,2,0
1711,-9,3,1960,28,5,1960,1/3/1960,28-5-1960,88,Use of Force,-1,4,1,0,0,0,0
1713,22,7,1966,30,12,1966,22-7-1966,30-12-1966,161,Use of Force,0,4,0,0,0,2,0
1714,27,3,1866,31,3,1866,27-3-1866,31-3-1866,4,Display of Force,0,3,0,0,2,0,0
1715,18,5,1967,10,10,1967,18-5-1967,10/10/1967,145,Use of Force,-1,4,1,0,0,2,0
1717,26,6,1969,30,11,1969,26-6-1969,30-11-1969,157,Display of Force,-1,3,-1,2,0,0,0
1718,2,8,1971,8,8,1971,2/8/1971,8/8/1971,6,Display of Force,0,3,0,0,0,0,2
1720,-9,2,1976,-9,2,1976,1/2/1976,1/2/1976,0,Use of Force,0,4,0,0,0,0,0
1723,26,5,1919,14,10,1920,26-5-1919,14-10-1920,507,Use of Force,-1,4,-1,0,0,0,1
